Bloom_Index,Rolling_Chlorophyll_Anomaly,Rolling_SST_Anomaly,Surface_Chlorophyll,Sea_Surface_Temperature,Dissolved_Oxygen,pH,Total_Nitrogen,Total_Phosphorus,HAB_Present
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.2858615,0.3949747,0.5874219,6.866042,23.571323,3.480977,8.841769,1.646451,0.8129716,0
-0.18828237,2.132,0.1517024,6.609499,24.178432,3.5854287,8.338884,3.5771132,0.72633886,0
-0.46582532,2.0027857,-0.49407673,10.0,20.306952,1.6602253,7.7663355,3.740412,0.5810405,0
-0.30954558,2.3524914,-1.5903815,10.0,28.068289,0.0,8.96333,2.3471012,0.6427595,0
-0.18477124,2.1291242,0.14983845,6.5873814,24.175007,3.593303,8.333794,3.58139,0.72540027,0
-0.2764325,-0.12323141,-0.11083436,10.0,22.853832,6.8088226,9.053319,2.9809408,0.66751957,0
-0.47350442,2.0095043,-0.50885177,10.0,20.244,1.6639999,7.7764854,3.7127419,0.58475983,0
0.10363102,3.4844332,-0.4657426,10.0,28.639042,0.0,7.8266654,1.9575346,0.6524636,0
0.72497153,3.4992104,-1.3572779,4.1428156,21.939339,0.0,8.947449,2.5993557,0.26086992,1
-0.4751703,1.9998317,-0.50131226,10.0,20.121195,1.627405,7.757506,3.697905,0.5817832,0
-0.3379864,1.484086,-0.5174563,9.243022,26.978115,1.9151082,7.7992296,3.6150136,0.6243156,0
0.3351004,0.4714074,0.7201381,6.731383,30.914597,1.569817,9.134476,1.592716,0.43349555,0
-0.18974018,2.1364994,0.15906072,6.5827694,24.155563,3.597848,8.334678,3.556785,0.72745967,0
-0.47129738,1.9915805,-0.53973675,10.0,20.065554,1.6384451,7.759191,3.7184093,0.5826224,0
-0.2862277,0.40170145,0.5832145,6.8761015,23.57373,3.481016,8.838043,1.6509793,0.81339276,0
-0.2713493,1.8276515,0.2796135,8.16391,24.139957,3.6388226,8.508806,4.149466,0.7709092,0
-0.43172938,-0.3424275,-0.70813394,10.0,22.154724,1.4529983,9.26942,2.63278,0.3046134,0
0.6711781,3.0493135,-1.3516059,4.2101808,21.81873,0.0,8.989793,2.6166492,0.25716388,1
-0.18575346,2.1361156,0.15576982,6.559986,24.14728,3.607043,8.334114,3.5709414,0.7247642,0
-0.3443231,1.4340854,-0.53272796,9.244183,27.12492,1.8921814,7.7881465,3.5701776,0.6243602,0
0.7076578,2.3015537,-1.1095595,5.346369,22.465591,0.0,9.169515,2.498171,0.23874986,1
-0.37023687,0.6100743,0.4078865,10.0,25.033812,3.7293315,8.86187,4.854663,0.80430114,0
-0.07772344,3.5856485,-0.9019065,10.0,28.574694,0.0,8.226155,1.3728726,0.64528584,0
0.30830944,0.37841773,0.67411065,6.462469,30.729618,1.8344209,9.1035,1.6386187,0.39296198,0
-0.34049088,1.4519958,-0.5165534,9.258927,27.01512,1.9134735,7.7855535,3.609826,0.62560993,0
-0.20312232,1.8281827,-2.2008035,10.0,20.897284,3.1541224,9.316094,3.7680197,0.6469893,0
-0.23010439,1.8858244,-2.19648,10.0,20.716848,2.9769716,9.365351,3.6160028,0.6646174,0
0.5729501,3.5947323,2.1780396,10.0,25.965542,0.0,7.5160108,8.91231,0.9719288,1
-0.26551843,-0.105697155,-0.108828545,10.0,22.79083,6.7978163,9.044279,3.0053236,0.6632683,0
-0.28501534,0.41345358,0.57668924,6.8624516,23.55864,3.4922395,8.836109,1.6836149,0.8110094,0
-0.24039662,1.8595622,-2.1441116,10.0,20.726715,2.9656205,9.374349,3.6411595,0.6662803,0
0.004449129,1.3951068,-0.19393396,10.0,28.547556,0.0,9.5,8.957585,0.25645,0
-0.27448213,-0.14989483,-0.12261772,10.0,22.881987,6.781075,9.042025,2.863407,0.6639322,0
-0.25393236,0.5301771,-2.7160165,10.0,22.815025,4.946165,9.31851,7.7662683,0.40437254,0
-0.28685868,0.39956903,0.58271694,6.876371,23.570026,3.4806137,8.83642,1.6486707,0.8135279,0
-0.31025904,-1.0345235,0.7746792,10.0,27.095455,5.7996764,8.209048,4.286786,0.60246634,0
0.5404637,1.5510316,-1.247734,8.109952,31.373857,0.031375885,9.260938,3.1939173,0.32689175,1
-0.34086585,1.4413519,-0.51062965,9.249185,27.004013,1.92766,7.7877398,3.5984085,0.62475353,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
0.5397699,1.5887313,-1.1990576,8.0700445,31.308771,0.090776205,9.255845,3.1519065,0.33149818,1
-0.25667048,0.4961548,-2.688935,10.0,23.04009,4.959764,9.294006,7.7729893,0.40363365,0
0.09989393,3.4661398,-0.44678736,10.0,28.630856,0.0,7.809747,1.9842923,0.6498691,0
-0.18781167,2.1349697,0.15777898,6.5838494,24.152876,3.6002402,8.335933,3.571749,0.72660255,0
0.5412369,1.5466578,-1.2367973,8.129298,31.358757,0.019989014,9.26969,3.1394262,0.33049858,1
0.027213097,2.3595252,-0.258085,10.0,30.087477,0.0,7.8137317,2.1386113,0.6281317,0
-0.24484617,0.50526524,-2.691174,10.0,23.256504,4.8841157,9.251187,7.731318,0.3989786,0
-0.17736769,3.5870981,-1.1676368,10.0,28.72876,0.0,8.47172,1.1342323,0.6397878,0
-0.41110682,0.047620058,-0.70996714,10.0,28.31503,0.0,9.5,8.732705,0.15406114,0
-0.2858013,0.39568615,0.5872445,6.866226,23.571007,3.4810326,8.84174,1.6475282,0.81291544,0
-0.28761107,0.39609337,0.5831404,6.8787956,23.569466,3.4786227,8.836146,1.644966,0.8139194,0
-0.44637203,2.0269766,-0.5566542,10.0,20.367624,1.6360474,7.7947397,3.7308822,0.58177894,0
-0.18646574,2.1323051,0.15426493,6.5734515,24.15469,3.6040785,8.335559,3.5717833,0.7255626,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
0.5448942,1.5184696,-1.2240844,8.163699,31.37041,0.010859251,9.278244,3.141067,0.33309525,1
-0.25820196,0.51777625,-2.694237,10.0,23.060902,4.9552994,9.304104,7.8177857,0.4021835,0
-0.2451939,1.8217614,-2.1593776,10.0,20.712399,2.9213042,9.330895,3.6754432,0.6663034,0
0.34999347,-0.6766739,0.70601106,5.3725185,30.29436,3.782537,8.948296,2.3541942,0.18962008,0
-0.33990884,1.4557672,-0.51789284,9.248348,26.999,1.9209261,7.7867184,3.5958762,0.62529486,0
0.7241318,0.10054636,-0.47095108,7.322383,22.59481,3.481563,9.5,1.6761551,0.3013327,0
-0.25091183,0.5462203,-2.655553,10.0,23.06374,4.8964043,9.290215,7.6875234,0.40252733,0
-0.23432022,1.8916345,-2.1842382,10.0,20.709131,2.9502826,9.366941,3.5623598,0.6668549,0
-0.4734943,1.9989033,-0.5137267,10.0,20.18997,1.6235718,7.760197,3.7026417,0.58397555,0
-0.261127,0.5213871,-2.6930408,10.0,22.94888,4.9780226,9.294315,7.8227415,0.40150374,0
-0.23081231,1.8014965,-2.0979433,10.0,20.850565,3.0844564,9.354929,3.5840037,0.66541934,0
0.060058236,-0.12582874,0.4854164,7.475669,22.721373,4.0224376,9.1177435,1.5812504,0.667739,0
-0.25519037,0.48848915,-2.7074988,10.0,23.070726,4.9798136,9.298567,7.8520417,0.398214,0
-0.27226663,-0.115417,-0.11476493,10.0,22.7916,6.8216357,9.060657,2.983123,0.6647459,0
-0.237477,1.8594952,-2.1642962,10.0,20.809204,2.9580417,9.360562,3.6001,0.66212404,0
0.68496275,2.8947072,-1.2744606,4.394887,21.860348,0.0,9.0322,2.5766249,0.25727144,1
-0.2877437,0.3792343,0.5965018,6.89055,23.5839,3.4639285,8.833583,1.652312,0.812364,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
0.31388378,0.5522723,0.6817503,6.794007,30.82444,1.5150033,9.178591,1.5900266,0.4243816,0
-0.3403256,1.4485116,-0.5212693,9.254527,27.04367,1.9138517,7.7859273,3.6045494,0.6252027,0
-0.28664297,0.40017223,0.5827575,6.875984,23.571459,3.4809477,8.836843,1.6497037,0.8134799,0
-0.42663085,-0.010680199,0.42579675,10.0,24.81189,4.096385,8.855374,4.6701274,0.83564126,0
-0.2429347,1.8398864,-2.152902,10.0,20.78593,2.9349835,9.352838,3.6121252,0.6636308,0
0.099825025,3.47534,-0.44586802,10.0,28.616072,0.0,7.810629,1.9760019,0.6499469,0
-0.30159247,1.8281479,-1.5119072,10.0,20.381338,2.517433,8.74773,3.6431413,0.6211249,0
0.75529397,1.9279759,-0.81961036,7.4965057,30.765892,0.0,9.5,7.8943434,0.5059077,1
-0.3413484,1.4438756,-0.51212835,9.250982,27.01781,1.9217427,7.7876477,3.6075056,0.6247319,0
-0.34210145,1.4387977,-0.52072406,9.239199,27.05402,1.9236573,7.7858987,3.60036,0.62457705,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.27355087,-0.1572851,-0.11818552,10.0,22.891989,6.8087883,9.045521,3.0123525,0.6673716,0
-0.2861613,0.40197968,0.583323,6.876199,23.57405,3.4809737,8.838272,1.6511178,0.8133793,0
0.7789748,2.400384,-1.5221305,6.273097,23.280582,0.9585515,9.1660185,3.2964735,0.13006172,1
0.68802536,3.0941868,-1.3613012,4.328757,21.797518,0.0,8.994457,2.592149,0.25708976,1
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.28652906,0.40049076,0.58277845,6.875781,23.572214,3.4811232,8.837064,1.6502497,0.81345457,0
-0.4839263,2.0534549,-0.5528462,10.0,20.043741,1.5834092,7.753554,3.6859381,0.5819408,0
0.06645,-0.3274926,1.467351,6.2157784,32.62684,3.451498,8.568339,0.36224633,0.37825036,0
-0.18695813,2.1309752,0.15445447,6.580641,24.155743,3.604081,8.335433,3.5714965,0.72595733,0
0.31607425,0.5374098,0.6563468,6.758329,30.79399,1.5232617,9.16741,1.6663911,0.42856914,0
0.11024797,3.524251,-0.44661093,10.0,28.587114,0.0,7.808734,1.894479,0.65533674,0
-0.3426317,1.4414649,-0.521209,9.248813,27.073431,1.9155674,7.7881155,3.6075358,0.623893,0
0.105790496,3.5056953,-0.44219112,10.0,28.591204,0.0,7.807244,1.9446295,0.65285933,0
-0.28086996,0.3828702,0.5790031,6.9247527,23.584478,3.432922,8.851131,1.6103425,0.8098826,0
-0.25253987,0.5361278,-2.6595788,10.0,23.065218,4.941965,9.294606,7.6847553,0.40232977,0
-0.28292674,0.4129467,0.5786176,6.876953,23.58533,3.4499936,8.82847,1.6690785,0.8101778,0
-0.2660507,0.47432995,-2.7180936,10.0,23.020214,4.986666,9.304051,7.879002,0.39881435,0
-0.20977348,1.4761908,-2.3084285,10.0,21.427963,3.6291203,9.317254,4.579257,0.5899522,0
-0.26945972,1.6874909,-0.3149693,8.331029,25.734196,2.5019436,8.021892,3.5981722,0.65658057,0
-0.25636315,0.5284147,-2.6812356,10.0,23.030455,4.9188614,9.292013,7.761741,0.40148705,0
-0.4715495,2.014409,-0.5200443,10.0,20.125069,1.6279374,7.7579007,3.721962,0.5822055,0
-0.4386267,1.8532207,-0.4686091,9.775476,21.606228,1.9100306,7.796029,3.6741037,0.5917206,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.34148192,1.450535,-0.51964235,9.251083,27.003855,1.9168348,7.78605,3.5925841,0.625106,0
-0.2353419,1.8800392,-2.1865535,10.0,20.768265,2.9764595,9.357444,3.6255865,0.6644575,0
0.81028414,1.3190551,-1.2364025,10.0,28.589529,0.0,9.5,4.2511473,0.56671613,1
0.46107268,1.2752109,-0.33783627,7.55731,30.626991,0.8535261,9.234274,2.5680785,0.3782677,1
0.050293207,1.8002515,-2.683181,8.766642,31.01889,0.4262457,8.208738,4.36737,0.5638431,0
-0.27442175,0.4614191,0.56426597,6.977309,23.67253,3.5051966,8.805782,1.9891906,0.7977998,0
-0.13674212,0.866529,1.5321965,10.0,28.175222,5.433394,9.5,2.253411,0.72244745,0
-0.34153867,1.446579,-0.5426488,9.263642,27.118298,1.9021827,7.78647,3.5975018,0.62584,0
0.08789492,1.0778513,0.8020978,8.038965,27.424084,3.0821357,7.9252167,2.5390606,0.52681094,0
-0.28562152,0.4001372,0.58508587,6.872759,23.576069,3.4823227,8.839346,1.6504517,0.8133162,0
-0.2860998,0.39320683,0.5876708,6.86635,23.57381,3.4807394,8.841493,1.6434464,0.8131721,0
0.02902329,2.5205946,-0.3010335,10.0,29.878708,0.0,7.8448887,1.929099,0.6418004,0
0.09493649,3.3993616,-0.45990705,10.0,28.63295,0.0,7.815852,2.0287948,0.6455002,0
-0.18843395,2.1311312,0.15490723,6.593565,24.151192,3.596506,8.335339,3.568921,0.7277878,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.45229453,2.0772362,-0.36324334,9.649363,21.452158,1.7791989,7.817457,3.6889858,0.60323244,0
-0.28627497,0.38618827,0.5907936,6.8651648,23.555649,3.472626,8.846385,1.631942,0.8145292,0
-0.28316838,0.4061532,0.5785289,6.8730564,23.57417,3.4672577,8.832312,1.6463611,0.81327736,0
-0.20231783,0.72238946,-2.661179,9.7216835,24.048227,4.2046404,9.140764,7.2861795,0.41085187,0
-0.47453767,2.0199432,-0.49577332,10.0,20.282177,1.6599932,7.749258,3.7684078,0.5797758,0
0.3260584,0.5238712,0.6405344,6.7091656,30.82206,1.4485357,9.202972,1.638315,0.42851475,0
-0.34301162,1.4312866,-0.52331257,9.227442,27.098612,1.9148135,7.788581,3.5832155,0.6246125,0
0.09474945,3.451898,-0.47453475,10.0,28.575386,0.0,7.8378096,2.0119596,0.64275944,0
-0.2304923,1.8896706,-2.1900494,10.0,20.729706,3.0065067,9.36303,3.6419263,0.6633519,0
-0.2304678,3.5489397,-1.3860421,10.0,28.999584,0.0,8.5977955,0.92600614,0.63584983,0
0.10553026,3.5209923,-0.43858457,10.0,28.587307,0.0,7.805,1.9324281,0.6543467,0
-0.23156053,1.8705113,-2.0907464,10.0,20.706795,2.832702,9.318806,3.5872796,0.6624148,0
-0.46722424,2.0062542,-0.5257392,10.0,20.054253,1.681239,7.769651,3.6984727,0.5802924,0
0.0674665,-0.32363534,1.4650564,6.2304306,32.6413,3.4536605,8.570135,0.35432845,0.37649968,0
-0.23261458,1.9138937,-2.1979153,10.0,20.767372,2.976685,9.373941,3.5567858,0.6668959,0
0.72520125,0.060085535,-0.42821312,7.6323805,22.314598,3.2412035,9.5,1.3513339,0.2964675,0
-0.2865857,0.3996849,0.5780268,6.8872776,23.548334,3.4699438,8.838965,1.6348252,0.8156036,0
0.10132933,3.464713,-0.45227408,10.0,28.639927,0.0,7.8087854,1.9751316,0.6493064,0
-0.18782145,2.132289,0.14998484,6.59348,24.143536,3.6013544,8.335532,3.5592227,0.7277294,0
-0.26779175,0.5187485,-2.708825,10.0,23.029968,4.9372535,9.306512,7.8086033,0.4015185,0
-0.06525242,-1.424899,0.09046936,7.2046084,34.753174,3.1696672,7.8215084,1.9943553,0.5516618,0
-0.37252152,0.0154669285,0.2650938,10.0,24.122778,4.8050795,8.895853,3.9708762,0.7677057,0
0.48929358,1.2756522,-0.6298895,7.598135,31.33503,0.40067303,9.248729,2.5663276,0.36041072,1
0.104293704,3.5287895,-0.44094753,10.0,28.543076,0.0,7.8145027,1.9131494,0.65533936,0
-0.25914872,0.5213895,-2.6604853,10.0,23.140387,4.9053073,9.288451,7.7160096,0.4037997,0
-0.40394324,0.27986622,0.37166405,10.0,24.683784,3.8595138,8.848639,4.651279,0.8333138,0
0.040315986,1.1045825,-2.7619565,8.613884,31.401043,0.26712298,8.20187,4.0485435,0.56736666,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.2427882,1.8463564,-2.1730895,10.0,20.767874,2.9690044,9.350159,3.6151533,0.663423,0
-0.23239803,1.8769736,-2.180313,10.0,20.706327,2.9768589,9.362244,3.6463346,0.664307,0
-0.47059065,2.0241523,-0.51766825,10.0,20.205729,1.6772628,7.7746277,3.729551,0.5814931,0
-0.3415692,1.4486618,-0.52470684,9.251404,27.043243,1.9122173,7.787221,3.5924668,0.625044,0
-0.47168666,2.0062323,-0.51128983,10.0,20.140514,1.62809,7.7569323,3.6941833,0.58168656,0
-0.1479333,3.5992088,-1.0846388,10.0,28.654594,0.0,8.398571,1.2001505,0.64061767,0
-0.34134507,1.4445615,-0.51444554,9.247834,26.999516,1.924016,7.7876363,3.5975468,0.62484556,0
-0.28577042,0.39605045,0.58715343,6.86632,23.570847,3.4810603,8.841724,1.6480801,0.8128866,0
-0.26606303,0.5423727,-2.690413,10.0,23.064272,4.885076,9.298341,7.7172375,0.4012225,0
-0.3389368,1.4381552,-0.5116024,9.22657,26.966204,1.9543061,7.7854505,3.601706,0.6231988,0
0.55183935,1.5283139,-1.2220091,8.1585655,31.37024,0.0018783808,9.279669,3.146307,0.33061898,1
-0.25571692,-1.5873954,1.0983877,10.0,27.643887,5.9772773,7.837858,4.362204,0.62501085,0
-0.18936062,2.1438951,0.14959526,6.630413,24.12349,3.6005642,8.335308,3.549446,0.7323713,0
-0.3350793,1.4465215,-0.5139992,9.212161,26.883612,1.9556842,7.802173,3.5842059,0.62489796,0
0.7274686,2.0230465,-0.9754977,6.383343,23.122347,2.2641141,9.257711,2.4945605,0.23844233,1
-0.23351264,1.8757467,-2.188669,10.0,20.738432,2.9684842,9.357074,3.6178672,0.6641948,0
-0.46735847,2.022822,-0.47295308,9.989991,20.60747,1.7245746,7.7882833,3.7230146,0.5877765,0
-0.29115212,0.3973124,0.5662172,6.899341,23.53962,3.4643745,8.836806,1.6128665,0.8158213,0
0.5445535,1.5189381,-1.2264297,8.146304,31.351566,0.01700437,9.274845,3.139779,0.33171445,1
-0.26866853,-0.08346665,-0.11475372,10.0,22.815245,6.794468,9.057294,2.9946637,0.66605693,0
0.20782518,-0.39591098,1.4975424,8.151567,22.246475,2.6320302,9.5,2.8709195,0.30252522,0
0.10450792,3.5144157,-0.43922496,10.0,28.59616,0.0,7.805384,1.9373455,0.654633,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.052057028,1.9792075,-2.284851,10.0,21.771305,4.6286716,9.14399,9.028656,0.42677915,0
-0.46719885,2.0160513,-0.5147915,10.0,20.237803,1.6095943,7.777787,3.7364137,0.5835674,0
0.35675716,-0.75339055,0.70105076,5.192093,30.357141,3.8905873,8.9681225,2.2613194,0.17765152,0
0.09822345,3.461134,-0.44664478,10.0,28.610405,0.0,7.8131685,1.9871249,0.6496232,0
0.1127187,-0.11826885,-0.6234429,7.319127,28.615826,2.2301853,9.428343,4.8601046,0.16404518,0
0.5262499,1.4427934,-1.2273479,8.197591,31.43649,0.0506984,9.268906,3.1588216,0.33966634,1
0.09519529,3.417036,-0.4513178,10.0,28.62824,0.0,7.8174925,2.0151615,0.6471643,0
-0.19354916,0.99224615,-2.7065146,10.0,22.418661,4.9280443,9.303595,8.297149,0.39448318,0
-0.2858603,0.39474106,0.5876603,6.8621407,23.571087,3.4814868,8.841281,1.646626,0.81281686,0
-0.31131548,1.910054,-0.84361506,9.663427,20.485615,2.277937,8.430192,3.78669,0.603318,0
-0.18133152,2.1389298,0.15739584,6.554551,24.12948,3.618113,8.336005,3.5745044,0.72339845,0
-0.34169984,1.4457994,-0.51946545,9.24716,27.049356,1.9155453,7.78851,3.6020768,0.62404466,0
-0.23538399,1.866837,-2.2006764,10.0,20.714193,2.967791,9.378925,3.56604,0.66888404,0
-0.34327334,1.4532044,-0.53056383,9.263043,27.062202,1.8970004,7.7910285,3.5928166,0.6244598,0
-0.47204673,2.0164804,-0.5105498,10.0,20.166952,1.6136888,7.7581906,3.7127285,0.5846268,0
0.8655808,1.7750063,-1.3421373,10.0,28.113045,0.0,9.5,4.0397606,0.5789345,1
-0.2614293,0.5207007,-2.6973524,10.0,23.067432,4.9254055,9.29166,7.802847,0.40511513,0
-0.28550184,0.39847827,0.5866835,6.866357,23.570972,3.4815564,8.8416605,1.6517911,0.8126813,0
-0.2882061,0.4037838,0.5773072,6.8834763,23.564186,3.4735994,8.833717,1.6426494,0.8140922,0
-0.22077525,1.8659229,-1.9698563,10.0,20.761915,2.8723197,9.226522,3.5766408,0.64815205,0
-0.28785992,0.41266656,0.5994153,6.8595347,23.618555,3.4539046,8.837705,1.6844696,0.8094026,0
-0.2584684,0.5219717,-2.6686182,10.0,23.13667,4.9232063,9.288705,7.775606,0.40074444,0
-0.4712026,2.0028353,-0.4743967,10.0,20.355553,1.6789173,7.774626,3.7319322,0.585768,0
0.68011403,3.0303574,-1.3468187,4.2583985,21.785938,0.0,9.001062,2.5734677,0.2558194,1
-0.21604073,1.8131618,-2.0971413,10.0,20.785177,2.8811605,9.299649,3.6535742,0.65179336,0
-0.34077948,1.4466488,-0.51490045,9.250162,27.004154,1.9225543,7.787555,3.6044726,0.624703,0
0.58218014,3.6056547,2.0748324,10.0,26.000532,0.0,7.582685,8.685642,0.9162665,1
-0.47117615,2.0431972,-0.5102439,10.0,20.340715,1.663837,7.7656946,3.7392604,0.5812064,0
-0.47280037,2.0080204,-0.5093763,10.0,20.101183,1.6294699,7.7585526,3.7020578,0.5814422,0
-0.44126618,1.0059116,1.3342733,10.0,23.764366,2.499,9.224742,4.3821,0.713748,0
-0.2646458,0.51494837,-2.7226734,10.0,22.87399,5.0686336,9.343312,7.7043295,0.39936715,0
-0.18644023,2.1291466,0.15148592,6.5819044,24.164463,3.6014066,8.333187,3.574521,0.7255664,0
0.03938365,2.7379003,-2.871093,9.23882,30.732475,0.07012236,8.1669445,4.8163657,0.56701267,0
-0.19224048,0.7764797,-2.7981277,10.0,24.517946,3.8999958,9.088782,7.51498,0.43458664,0
-0.23348546,1.8842444,-2.2063656,10.0,20.648312,2.963325,9.371265,3.5920649,0.66836196,0
-0.3597666,0.866302,0.3124895,10.0,24.602308,3.7779584,8.767608,4.819687,0.8068092,0
-0.22220731,1.7982683,-2.137713,10.0,21.085522,3.0951297,9.2854595,3.604629,0.6504058,0
-0.23195416,1.8424401,-2.162914,10.0,20.707577,2.9879358,9.35256,3.6754217,0.66232383,0
-0.28850925,0.3923583,0.58351564,6.8811235,23.569511,3.4766295,8.835973,1.6409955,0.81435394,0
-0.39785278,0.287179,0.36476254,10.0,24.624731,3.8687909,8.844111,4.6445365,0.83105385,0
-0.2866403,0.4001794,0.58275795,6.8759804,23.571476,3.4809508,8.836846,1.6497171,0.8134793,0
-0.18690157,2.130937,0.14999127,6.585785,24.163866,3.6004786,8.333356,3.5752656,0.7258738,0
0.11647618,2.3320217,0.59762716,10.0,29.23182,0.0,9.5,1.9309566,0.5505187,0
-0.23708236,1.8633912,-2.16707,10.0,20.827187,2.992296,9.351217,3.6331558,0.66101635,0
-0.41188192,0.68975663,-1.3960602,10.0,21.368069,1.7882297,9.273224,2.4848452,0.2923863,0
-0.22948003,1.8723671,-2.2232153,10.0,20.643559,2.9412112,9.367554,3.6309981,0.6681064,0
-0.23346412,3.5416536,-1.3795688,10.0,29.007917,0.0,8.6006,0.94408303,0.63500273,0
-0.25430894,0.50998235,-2.6848803,10.0,23.119274,4.9289603,9.28385,7.8565426,0.39986402,0
-0.23349357,1.8326762,-2.1195796,10.0,21.020176,3.1384783,9.324115,3.5571182,0.6579294,0
-0.26701528,-0.12962866,-0.11250639,10.0,22.832232,6.855805,9.050712,2.9394233,0.66244155,0
-0.28585982,0.4017241,0.5841088,6.8753347,23.575228,3.4813845,8.839058,1.6510639,0.81333494,0
0.06510198,-0.30883765,1.4816852,6.1869035,32.64971,3.4481573,8.564281,0.3641489,0.3791036,0
0.74440837,1.3441463,-0.85947347,10.0,28.028006,0.0,9.5,3.153798,0.60099816,1
-0.46967733,2.006771,-0.52261925,10.0,20.04117,1.6311287,7.758161,3.6882842,0.5790874,0
-0.24997234,0.5149598,-2.6606758,10.0,23.094398,4.9503517,9.284822,7.779383,0.4001484,0
0.018038869,1.6200438,-2.805316,8.792683,31.203213,0.38729036,8.139515,4.2817616,0.57634705,0
-0.34108925,1.4543047,-0.5188706,9.257881,27.02744,1.9120336,7.785491,3.6087575,0.625315,0
0.09526098,3.4322538,-0.4519992,10.0,28.620527,0.0,7.818365,2.0075834,0.6462079,0
-0.3402822,1.442256,-0.51337004,9.251216,27.02622,1.9203023,7.788162,3.6075635,0.6247834,0
0.098353624,0.39079738,1.9521141,10.0,31.930676,5.5473022,9.5,1.9228411,0.6305834,0
0.6927762,3.075399,-1.3516105,4.351286,21.771349,0.0,8.994133,2.5997972,0.25529277,1
-0.23061359,1.8824508,-2.1734748,10.0,20.79742,2.9670568,9.366038,3.5744736,0.6632823,0
-0.27244967,-0.119066596,-0.13268042,10.0,22.811077,6.7889614,9.051138,2.96592,0.6654613,0
-0.40280366,0.30338478,0.3491528,10.0,24.54144,3.8762279,8.846447,4.654558,0.8354397,0
-0.28589904,0.39453292,0.5875325,6.8659286,23.571518,3.4809425,8.841789,1.6457818,0.8130065,0
-0.24536121,1.827014,-2.149495,10.0,20.645573,2.8523033,9.332259,3.7495522,0.6633452,0
-0.46925783,2.0158377,-0.48037195,10.0,20.3008,1.6479768,7.7576723,3.7334175,0.58244425,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
-0.2373563,1.8558717,-2.1696763,10.0,20.727385,2.9771326,9.358373,3.6105747,0.66265,0
-0.28263998,0.443897,0.57620645,6.855048,23.590612,3.4874647,8.828568,1.6914606,0.810253,0
0.53997576,1.5330205,-1.224364,8.123401,31.355381,0.024636745,9.265624,3.1407957,0.33240518,1
0.66490304,3.2121773,-0.50801253,10.0,28.863785,0.0,9.5,3.8030596,0.52531564,1
-0.34174562,1.4486268,-0.52373624,9.254801,27.032084,1.9101934,7.7852263,3.5932493,0.62537825,0
-0.28588486,0.39470005,0.5874903,6.865972,23.571444,3.4809556,8.841781,1.6460357,0.8129932,0
-0.2283712,1.8716729,-2.192858,10.0,20.715897,2.9585834,9.369425,3.6008663,0.6648191,0
-0.24773741,0.67339754,-2.6346946,10.0,22.613436,4.7711983,9.295319,7.307646,0.4358639,0
-0.5161817,-0.6929234,1.2728577,9.849497,29.848103,0.0,9.5,0.24794489,0.69582355,0
-0.39781213,0.27745247,0.36333847,10.0,24.615015,3.8687196,8.842538,4.66148,0.8297467,0
-0.23310924,1.8753908,-2.174162,10.0,20.717604,2.962509,9.361111,3.5857458,0.6653912,0
-0.21134305,1.5398765,-2.2175667,10.0,21.193373,3.3932662,9.319831,4.1936555,0.6127209,0
0.54130685,1.5246959,-1.2314746,8.1331835,31.366436,0.012317181,9.271903,3.1389737,0.33156365,1
0.56048584,1.5365007,-1.2477382,8.147379,31.386421,0.0,9.291462,3.156502,0.3270651,1
-0.74158293,4.0588813,0.06365156,9.202732,25.80195,1.2991617,9.5,7.804189,0.22475901,0
-0.33768296,1.4438913,-0.52040243,9.254725,26.967825,1.9227104,7.790256,3.5945854,0.6250452,0
-0.34076416,1.4322999,-0.5242975,9.235421,27.060825,1.9334817,7.7904234,3.5986507,0.6241277,0
0.034269452,2.7239966,-2.907814,9.157123,30.568737,0.121118546,8.189357,4.783798,0.57389927,0
-0.286022,0.40256333,0.58354926,6.876403,23.57472,3.480887,8.83875,1.6514081,0.81335104,0
0.8795358,1.9578681,-1.3486547,10.0,28.017788,0.0,9.5,4.076967,0.5637771,1
0.0980885,3.4569225,-0.44655776,10.0,28.617558,0.0,7.812032,1.9900244,0.6502191,0
-0.7763747,-0.29401493,1.4633842,10.0,22.20472,0.0,9.5,3.7845209,0.7785804,0
